詞頻序號,詞目,,出現頻次,累積頻次,累積百分比
33818,大和,,1,499943,94.251727
33819,大和尚,ㄉㄚˋ　ㄏㄜˊ　ㄕㄤˋ,1,499944,94.251916
33820,大夜班,ㄉㄚˋ　ㄧㄝˋ　ㄅㄢ,1,499945,94.252105
33821,大姆指,,1,499946,94.252294
33822,大定,,1,499947,94.252483
33823,大宛,ㄉㄚˋ　ㄩㄢ,1,499948,94.252672
33824,大店,,1,499949,94.252861
33825,大怪物,,1,499950,94.25305
33826,大房,ㄉㄚˋ　ㄈㄤˊ,1,499951,94.253239
33827,大拍賣,ㄉㄚˋ　ㄆㄞ　ㄇㄞˋ,1,499952,94.253428
33828,大放厥詞,ㄉㄚˋ　ㄈㄤˋ　ㄐㄩㄝˊ　ㄘˊ,1,499953,94.253617
33829,大旺,,1,499954,94.253806
33830,大明宮,,1,499955,94.253995
33831,大明湖,ㄉㄚˋ　ㄇㄧㄥˊ　ㄏㄨˊ,1,499956,94.254184
33832,大明殿,,1,499957,94.254373
33833,大東村,,1,499958,94.254562
33834,大東亞新秩序,,1,499959,94.254751
33835,大林建設,,1,499960,94.25494
33836,大林素子,,1,499961,94.255129
33837,大林蒲,,1,499962,94.255318
33838,大武山,,1,499963,94.255507
33839,大沼地,,1,499964,94.255696
33840,大法,,1,499965,94.255885
33841,大玩,,1,499966,94.256074
33842,大近視眼,ㄉㄚˋ　ㄐㄧㄣˋ　ㄕˋ　ㄧㄢˇ,1,499967,94.256263
33843,大金,,1,499968,94.256452
33844,大便潛血反應,,1,499969,94.256641
33845,大俗賣,ㄉㄚˋ　ㄙㄨˊ　ㄇㄞˋ,1,499970,94.25683
33846,大冠鷲,,1,499971,94.257019
33847,大前提,ㄉㄚˋ　ㄑㄧㄢˊ　ㄊㄧˊ,1,499972,94.257208
33848,大剌剌,ㄉㄚˋ　ㄌㄚˋ　ㄌㄚˋ,1,499973,94.257397
33849,大勇,ㄉㄚˋ　ㄩㄥˇ,1,499974,94.257586
33850,大型化,,1,499975,94.257775
33851,大帥,ㄉㄚˋ　ㄕㄨㄞˋ,1,499976,94.257964
33852,大度,ㄉㄚˋ　ㄉㄨˋ,1,499977,94.258153
33853,大政殿,,1,499978,94.258342
33854,大昭寺,,1,499979,94.258531
33855,大津瀑布,,1,499980,94.25872
33856,大科嵌,,1,499981,94.258909
33857,大紅,ㄉㄚˋ　ㄏㄨㄥˊ,1,499982,94.259098
33858,大紅色,,1,499983,94.259287
33859,大英帝國聯邦國家協會,,1,499984,94.259476
33860,大英雄主義,,1,499985,94.259665
33861,大要,ㄉㄚˋ　ㄧㄠˋ,1,499986,94.259854
33862,大風雪,,1,499987,94.260043
33863,大乘經典,ㄉㄚˋ　ㄕㄥˋ　ㄐㄧㄥ　ㄉㄧㄢˇ,1,499988,94.260232
33864,大個兒,ㄉㄚˋ　ㄍㄜˋㄦ,1,499989,94.260421
33865,大修,,1,499990,94.26061
33866,大凌河,,1,499991,94.260799
33867,大凌河流域,,1,499992,94.260988
33868,大哥大弊案,,1,499993,94.261177
33869,大哥級,,1,499994,94.261366
33870,大哭,ㄉㄚˋ　ㄎㄨ,1,499995,94.261555
33871,大哭大叫,,1,499996,94.261744
33872,大埔,,1,499997,94.261933
33873,大埔國小,,1,499998,94.262122
33874,大害,,1,499999,94.262311
33875,大家一起來,,1,500000,94.2625
33876,大宴,,1,500001,94.262689
33877,大展鴻圖,ㄉㄚˋ　ㄓㄢˇ　ㄏㄨㄥˊ　ㄊㄨˊ,1,500002,94.262878
33878,大島,,1,500003,94.263067
33879,大島渚,,1,500004,94.263256
33880,大時代,,1,500005,94.263445
33881,大案,,1,500006,94.263634
33882,大氣圈,ㄉㄚˋ　ㄑㄧˋ　ㄑㄩㄢ,1,500007,94.263823
33883,大氣壓,ㄉㄚˋ　ㄑㄧˋ　ㄧㄚ,1,500008,94.264012
33884,大海龜,,1,500009,94.264201
33885,大神變,,1,500010,94.26439
33886,大秦,,1,500011,94.264579
33887,大財團,,1,500012,94.264768
33888,大逃亡,ㄉㄚˋ　ㄊㄠˊ　ㄨㄤˊ,1,500013,94.264957
33889,大馬投資案,,1,500014,94.265146
33890,大馬路,,1,500015,94.265335
33891,大高雄,,1,500016,94.265524
33892,大高殿,,1,500017,94.265713
33893,大做文章,ㄉㄚˋ　ㄗㄨㄛˋ　ㄨㄣˊ　ㄓㄤ,1,500018,94.265902
33894,大副,ㄉㄚˋ　ㄈㄨˋ,1,500019,94.266091
33895,大動作,ㄉㄚˋ　ㄉㄨㄥˋ　ㄗㄨㄛˋ,1,500020,94.26628
33896,大動肝火,ㄉㄚˋ　ㄉㄨㄥˋ　ㄍㄢ　ㄏㄨㄛˇ,1,500021,94.266469
33897,大國民,,1,500022,94.266658
33898,大婚,,1,500023,94.266847
33899,大專生,ㄉㄚˋ　ㄓㄨㄢ　ㄕㄥ,1,500024,94.267036
33900,大專校院,,1,500025,94.267225
33901,大專教育,ㄉㄚˋ　ㄓㄨㄢ　ㄐㄧㄠˋ　ㄩˋ,1,500026,94.267414
33902,大專聯考,ㄉㄚˋ　ㄓㄨㄢ　ㄌㄧㄢˊ　ㄎㄠˇ,1,500027,94.267603
33903,大將之風,ㄉㄚˋ　ㄐㄧㄤˋ　ㄓ　ㄈㄥ,1,500028,94.267792
33904,大將風範,,1,500029,94.267981
33905,大捷,ㄉㄚˋ　ㄐㄧㄝˊ,1,500030,94.26817
33906,大排檔,,1,500031,94.268359
33907,大教堂,,1,500032,94.268548
33908,大梁守城記,,1,500033,94.268737
33909,大梁門,,1,500034,94.268926
33910,大梁書院,,1,500035,94.269115
33911,大清,,1,500036,94.269304
33912,大清門,,1,500037,94.269493
33913,大清帝國,,1,500038,94.269682
33914,大清律法,,1,500039,94.269871
33915,大理,,1,500040,94.27006
33916,大異,,1,500041,94.270249
33917,大眾捷運系統,,1,500042,94.270438
33918,大眾傳播系,,1,500043,94.270627
33919,大眾傳播媒介,,1,500044,94.270816
33920,大眾銀行,,1,500045,94.271005
33921,大貨車,ㄉㄚˋ　ㄏㄨㄛˋ　ㄔㄜ,1,500046,94.271194
33922,大赦,ㄉㄚˋ　ㄕㄜˋ,1,500047,94.271383
33923,大通銀行,ㄉㄚˋ　ㄊㄨㄥ　ㄧㄣˊ　ㄏㄤˊ,1,500048,94.271572
33924,大都是,,1,500049,94.271761
33925,大都會傳奇,,1,500050,94.27195
33926,大野和哉,,1,500051,94.272139
33927,大陸人青年,,1,500052,94.272328
33928,大陸化,,1,500053,94.272517
33929,大陸冷氣團,,1,500054,94.272706
33930,大陸床,,1,500055,94.272895
33931,大陸委員會,,1,500056,94.273084
33932,大陸妹,,1,500057,94.273273
33933,大陸客,,1,500058,94.273462
33934,大陸船,,1,500059,94.273651
33935,大陸貨,ㄉㄚˋ　ㄌㄨˋ　ㄏㄨㄛˋ,1,500060,94.27384
33936,大雪高嶺日影蝶,,1,500061,94.274029
33937,大麥哲倫,,1,500062,94.274218
33938,大傘,,1,500063,94.274407
33939,大喊大叫,ㄉㄚˋ　ㄏㄢˇ　ㄉㄚˋ　ㄐㄧㄠˋ,1,500064,94.274596
33940,大喪,,1,500065,94.274785
33941,大場面,ㄉㄚˋ　ㄔㄤˊ　ㄇㄧㄢˋ,1,500066,94.274974
33942,大場善一,,1,500067,94.275163
33943,大彭,,1,500068,94.275352
33944,大惑不解,ㄉㄚˋ　ㄏㄨㄛˋ　ㄅㄨˋ　ㄐㄧㄝˇ,1,500069,94.275541
33945,大悲大喜,,1,500070,94.27573
33946,大悲心,ㄉㄚˋ　ㄅㄟ　ㄒㄧㄣ,1,500071,94.275919
33947,大提頓公園,,1,500072,94.276108
33948,大提頓國家公園,,1,500073,94.276297
33949,大智若愚,ㄉㄚˋ　ㄓˋ　ㄖㄨㄛˋ　ㄩˊ,1,500074,94.276486
33950,大朝會,,1,500075,94.276675
33951,大棗,,1,500076,94.276864
33952,大港,,1,500077,94.277053
33953,大減價,ㄉㄚˋ　ㄐㄧㄢˇ　ㄐㄧㄚˋ,1,500078,94.277242
33954,大湖公園,,1,500079,94.277431
33955,大湖英烈,,1,500080,94.27762
33956,大猩猩,ㄉㄚˋ　ㄒㄧㄥ　˙ㄒㄧㄥ,1,500081,94.277809
33957,大發汽車,,1,500082,94.277998
33958,大發燈泡廠,,1,500083,94.278187
33959,大菩薩,,1,500084,94.278376
33960,大華府,,1,500085,94.278565
33961,大華銀行,,1,500086,94.278754
33962,大象房屋,,1,500087,94.278943
33963,大費周章,ㄉㄚˋ　ㄈㄟˋ　ㄓㄡ　ㄓㄤ,1,500088,94.279132
33964,大跌,,1,500089,94.279321
33965,大開方便門,,1,500090,94.27951
33966,大雅鄉,,1,500091,94.279699
33967,大雄峰,,1,500092,94.279888
33968,大傳系,,1,500093,94.280077
33969,大傻瓜,,1,500094,94.280266
33970,大嗓門,ㄉㄚˋ　ㄙㄤˇ　ㄇㄣˊ,1,500095,94.280455
33971,大園,,1,500096,94.280644
33972,大園工業區,,1,500097,94.280833
33973,大園國小,,1,500098,94.281022
33974,大圓鏡智寶殿,,1,500099,94.281211
33975,大塊骨,,1,500100,94.2814
33976,大媽,ㄉㄚˋ　ㄇㄚ,1,500101,94.281589
33977,大想頭廣告創作大賽,,1,500102,94.281778
33978,大愛,ㄉㄚˋ　ㄞˋ,1,500103,94.281967
33979,大搖大擺,ㄉㄚˋ　ㄧㄠˊ　ㄉㄚˋ　ㄅㄞˇ,1,500104,94.282156
33980,大會紀錄,,1,500105,94.282345
33981,大會記錄,,1,500106,94.282534
33982,大溪地,,1,500107,94.282723
33983,大溪地群島,,1,500108,94.282912
33984,大溪廠,,1,500109,94.283101
33985,大溪鎮,,1,500110,94.28329
33986,大碗滿墘,,1,500111,94.283479
33987,大節,ㄉㄚˋ　ㄐㄧㄝˊ,1,500112,94.283668
33988,大綁票,,1,500113,94.283857
33989,大罪,,1,500114,94.284046
33990,大聖,ㄉㄚˋ　ㄕㄥˋ,1,500115,94.284235
33991,大腸豬血湯,,1,500116,94.284424
33992,大腳,,1,500117,94.284613
33993,大腳丫,ㄉㄚˋ　ㄐㄧㄠˇ　ㄧㄚ,1,500118,94.284802
33994,大腦半球,,1,500119,94.284991
33995,大腦皮層,ㄉㄚˋ　ㄋㄠˇ　ㄆㄧˊ　ㄘㄥˊ,1,500120,94.28518
33996,大腦皮質,ㄉㄚˋ　ㄋㄠˇ　ㄆㄧˊ　ㄓˊ,1,500121,94.285369
33997,大舅,,1,500122,94.285558
33998,大葉,,1,500123,94.285747
33999,大葉螽斯,,1,500124,94.285936
34000,大號,ㄉㄚˋ　ㄏㄠˋ,1,500125,94.286125
34001,大道理,ㄉㄚˋ　ㄉㄠˋ　ㄌㄧˇ,1,500126,94.286314
34002,大飽口福,ㄉㄚˋ　ㄅㄠˇ　ㄎㄡˇ　ㄈㄨˊ,1,500127,94.286503
34003,大飽眼福,ㄉㄚˋ　ㄅㄠˇ　ㄧㄢˇ　ㄈㄨˊ,1,500128,94.286692
34004,大團圓,ㄉㄚˋ　ㄊㄨㄢˊ　ㄩㄢˊ,1,500129,94.286881
34005,大圖,,1,500130,94.28707
34006,大夢,ㄉㄚˋ　ㄇㄥˋ,1,500131,94.287259
34007,大寧,,1,500132,94.287448
34008,大寧河流域,,1,500133,94.287637
34009,大旗,,1,500134,94.287826
34010,大熊座,,1,500135,94.288015
34011,大精舍,,1,500136,94.288204
34012,大綱,ㄉㄚˋ　ㄍㄤ,1,500137,94.288393
34013,大腿塊,,1,500138,94.288582
34014,大舞,,1,500139,94.288771
34015,大舞臺,,1,500140,94.28896
34016,大蒜片,,1,500141,94.289149
34017,大蒜汁,,1,500142,94.289338
34018,大蒜素,,1,500143,94.289527
34019,大蒜液,,1,500144,94.289716
34020,大蒜新素,,1,500145,94.289905
34021,大蒜精,,1,500146,94.290094
34022,大褂,ㄉㄚˋ　ㄍㄨㄚˋ,1,500147,94.290283
34023,大鳴大放,,1,500148,94.290472
34024,大嘴巴,ㄉㄚˋ　ㄗㄨㄟˇ　ㄅㄚ　（變）ㄉㄚˋ　ㄗㄨㄟˇ　˙ㄅㄚ,1,500149,94.290661
34025,大嘴鳥,,1,500150,94.29085
34026,大寮,,1,500151,94.291039
34027,大寫,ㄉㄚˋ　ㄒㄧㄝˇ,1,500152,94.291228
34028,大摩天嶺,,1,500153,94.291417
34029,大數,,1,500154,94.291606
34030,大數人,,1,500155,94.291795
34031,大暴動,,1,500156,94.291984
34032,大樣,ㄉㄚˋ　ㄧㄤˋ,1,500157,94.292173
34033,大盤商,,1,500158,94.292362
34034,大蝦,,1,500159,94.292551
34035,大衛˙梅傑,,1,500160,94.29274
34036,大衛˙道爾森,,1,500161,94.292929
34037,大衛王,ㄉㄚˋ　ㄨㄟˋ　ㄨㄤˊ,1,500162,94.293118
34038,大衛貝利,,1,500163,94.293307
34039,大衛林區,,1,500164,94.293496
34040,大衛柯能堡,,1,500165,94.293685
34041,大衛格里菲斯,,1,500166,94.293874
34042,大談,,1,500167,94.294063
34043,大請客,,1,500168,94.294252
34044,大賞,,1,500169,94.294441
34045,大遷徙,,1,500170,94.29463
34046,大器,ㄉㄚˋ　ㄑㄧˋ,1,500171,94.294819
34047,大學士,ㄉㄚˋ　ㄒㄩㄝˊ　ㄕˋ,1,500172,94.295008
34048,大學法,ㄉㄚˋ　ㄒㄩㄝˊ　ㄈㄚˇ,1,500173,94.295197
34049,大學社,,1,500174,94.295386
34050,大學部,ㄉㄚˋ　ㄒㄩㄝˊ　ㄅㄨˋ,1,500175,94.295575
34051,大樹瘤,,1,500176,94.295764
34052,大氅,,1,500177,94.295953
34053,大磨坊,,1,500178,94.296142
34054,大鋼廠計畫,,1,500179,94.296331
34055,大頭,ㄉㄚˋ　ㄊㄡˊ,1,500180,94.29652
34056,大頭針,ㄉㄚˋ　ㄊㄡˊ　ㄓㄣ,1,500181,94.296709
34057,大頭插針,,1,500182,94.296898
34058,大獲全勝,ㄉㄚˋ　ㄏㄨㄛˋ　ㄑㄩㄢˊ　ㄕㄥˋ,1,500183,94.297087
34059,大磴島,,1,500184,94.297276
34060,大總統,ㄉㄚˋ　ㄗㄨㄥˇ　ㄊㄨㄥˇ,1,500185,94.297465
34061,大虧,,1,500186,94.297654
34062,大螫,,1,500187,94.297843
34063,大趨勢,,1,500188,94.298032
34064,大鮭湖,,1,500189,94.298221
34065,大鴻臚,,1,500190,94.29841
34066,大禮,ㄉㄚˋ　ㄌㄧˇ,1,500191,94.298599
34067,大藏經,ㄉㄚˋ　ㄗㄤˋ　ㄐㄧㄥ,1,500192,94.298788
34068,大蟲,,1,500193,94.298977
34069,大豐,,1,500194,94.299166
34070,大醫院,,1,500195,94.299355
34071,大鎮,,1,500196,94.299544
34072,大雜院紳士錄,,1,500197,94.299733
34073,大額,ㄉㄚˋ　ㄜˊ,1,500198,94.299922
34074,大題小作,ㄉㄚˋ　ㄊㄧˊ　ㄒㄧㄠˇ　ㄗㄨㄛˋ,1,500199,94.300111
34075,大懶猴,,1,500200,94.3003
34076,大爆滿,ㄉㄚˋ　ㄅㄠˋ　ㄇㄢˇ,1,500201,94.300489
34077,大轎車,,1,500202,94.300678
34078,大難當頭,,1,500203,94.300867
34079,大霧,,1,500204,94.301056
34080,大鵬旅遊,,1,500205,94.301245
34081,大麗花,ㄉㄚˋ　ㄌㄧˋ　ㄏㄨㄚ,1,500206,94.301434
34082,大嚷大叫,ㄉㄚˋ　ㄖㄤˇ　ㄉㄚˋ　ㄐㄧㄠˋ,1,500207,94.301623
34083,大嚼,,1,500208,94.301812
34084,大寶佛,,1,500209,94.302001
34085,大霹靂宇宙,,1,500210,94.30219
34086,大魔域,,1,500211,94.302379
34087,大權獨攬,ㄉㄚˋ　ㄑㄩㄢˊ　ㄉㄨˊ　ㄌㄢˇ,1,500212,94.302568
34088,大驚失色,ㄉㄚˋ　ㄐㄧㄥ　ㄕ　ㄙㄜˋ,1,500213,94.302757
34089,大觀,,1,500214,94.302946
34090,大庄沿革史,,1,500215,94.303135
34091,大坌坑文化,,1,500216,94.303324
34092,大庴,,1,500217,94.303513
34093,大嵙崁溪,,1,500218,94.303702
34094,大纛,,1,500219,94.303891
34095,女人女人,,1,500220,94.30408
34096,女子組,,1,500221,94.304269
34097,女丐,,1,500222,94.304458
34098,女王蜂,ㄋㄩˇ　ㄨㄤˊ　ㄈㄥ,1,500223,94.304647
34099,女仕,,1,500224,94.304836
34100,女生緣,,1,500225,94.305025
34101,女色,ㄋㄩˇ　ㄙㄜˋ,1,500226,94.305214
34102,女伴,ㄋㄩˇ　ㄅㄢˋ,1,500227,94.305403
34103,女兵,ㄋㄩˇ　ㄅㄧㄥ,1,500228,94.305592
34104,女兵日記,,1,500229,94.305781
34105,女兒身,ㄋㄩˇ　ㄦˊ　ㄕㄣ,1,500230,94.30597
34106,女兒經,,1,500231,94.306159
34107,女性化,,1,500232,94.306348
34108,女明星,,1,500233,94.306537
34109,女娃,,1,500234,94.306726
34110,女娃兒,ㄋㄩˇ　ㄨㄚˊㄦ,1,500235,94.306915
34111,女孩兒,ㄋㄩˇ　ㄏㄞˊㄦ　（變）ㄋㄩˇ　ㄏㄚˊㄦ,1,500236,94.307104
34112,女帝,,1,500237,94.307293
34113,女皇,ㄋㄩˇ　ㄏㄨㄤˊ,1,500238,94.307482
34114,女英,,1,500239,94.307671
34115,女真人,,1,500240,94.30786
34116,女高,ㄋㄩˇ　ㄍㄠ,1,500241,94.308049
34117,女強人,ㄋㄩˇ　ㄑㄧㄤˊ　ㄖㄣˊ,1,500242,94.308238
34118,女袍,,1,500243,94.308427
34119,女媧,,1,500244,94.308616
34120,女帽,,1,500245,94.308805
34121,女演員,,1,500246,94.308994
34122,女廚,ㄋㄩˇ　ㄔㄨˊ,1,500247,94.309183
34123,女樂,,1,500248,94.309372
34124,女學,,1,500249,94.309561
34125,女學生,,1,500250,94.30975
34126,女牆,,1,500251,94.309939
34127,女騎士,,1,500252,94.310128
34128,女藝人,,1,500253,94.310317
34129,女籃,,1,500254,94.310506
34130,女籃隊,,1,500255,94.310695
34131,女警,ㄋㄩˇ　ㄐㄧㄥˇ,1,500256,94.310884
34132,子反,,1,500257,94.311073
34133,子弟社,,1,500258,94.311262
34134,子夜,ㄗˇ　ㄧㄝˋ,1,500259,94.311451
34135,子房,ㄗˇ　ㄈㄤˊ,1,500260,94.31164
34136,子法,ㄗˇ　ㄈㄚˇ,1,500261,94.311829
34137,子派系,,1,500262,94.312018
34138,子宮內膜炎,,1,500263,94.312207
34139,子宮內膜異位症,,1,500264,94.312396
34140,子宮肌瘤,,1,500265,94.312585
34141,子宮頸癌,ㄗˇ　ㄍㄨㄥ　ㄐㄧㄥˇ　ㄧㄢˊ　（又音）ㄗˇ　ㄍㄨㄥ　ㄐㄧㄥˇ　ㄞˊ,1,500266,94.312774
34142,子宮癌,,1,500267,94.312963
34143,子貢,ㄗˇ　ㄍㄨㄥˋ,1,500268,94.313152
34144,子產,ㄗˇ　ㄔㄢˇ,1,500269,94.313341
34145,子嗣,ㄗˇ　ㄙˋ,1,500270,94.31353
34146,子路,ㄗˇ　ㄌㄨˋ,1,500271,94.313719
34147,子題,,1,500272,94.313908
34148,寸草心,ㄘㄨㄣˋ　ㄘㄠˇ　ㄒㄧㄣ,1,500273,94.314097
34149,寸斷,ㄘㄨㄣˋ　ㄉㄨㄢˋ,1,500274,94.314286
34150,小人物狂想曲,,1,500275,94.314475
34151,小人國遊記,,1,500276,94.314664
34152,小刀,,1,500277,94.314853
34153,小丫頭,ㄒㄧㄠˇ　ㄧㄚ　˙ㄊㄡ,1,500278,94.315042
34154,小女子,ㄒㄧㄠˇ　ㄋㄩˇ　ㄗˇ,1,500279,94.315231
34155,小小天地兒童百貨,,1,500280,94.31542
34156,小小音樂列車,,1,500281,94.315609
34157,小小說,ㄒㄧㄠˇ　ㄒㄧㄠˇ　ㄕㄨㄛ,1,500282,94.315798
34158,小丑秀,,1,500283,94.315987
34159,小心奕奕,,1,500284,94.316176
34160,小心眼,ㄒㄧㄠˇ　ㄒㄧㄣ　ㄧㄢˇ,1,500285,94.316365
34161,小火車,,1,500286,94.316554
34162,小牛皮,,1,500287,94.316743
34163,小王爺,ㄒㄧㄠˇ　ㄨㄤˊ　ㄧㄝˊ,1,500288,94.316932
34164,小冊,,1,500289,94.317121
34165,小功,ㄒㄧㄠˇ　ㄍㄨㄥ,1,500290,94.31731
34166,小包商,,1,500291,94.317499
34167,小巨人,,1,500292,94.317688
34168,小巧玲瓏,ㄒㄧㄠˇ　ㄑㄧㄠˇ　ㄌㄧㄥˊ　ㄌㄨㄥˊ,1,500293,94.317877
34169,小本,,1,500294,94.318066
34170,小札,,1,500295,94.318255
34171,小生怕怕,,1,500296,94.318444
34172,小白花,,1,500297,94.318633
34173,小名,ㄒㄧㄠˇ　ㄇㄧㄥˊ,1,500298,94.318822
34174,小忙,,1,500299,94.319011
34175,小池,,1,500300,94.3192
34176,小百姓,,1,500301,94.319389
34177,小百科,,1,500302,94.319578
34178,小米,ㄒㄧㄠˇ　ㄇㄧˇ,1,500303,94.319767
34179,小米祭,,1,500304,94.319956
34180,小老頭,,1,500305,94.320145
34181,小考,ㄒㄧㄠˇ　ㄎㄠˇ,1,500306,94.320334
34182,小行星群,,1,500307,94.320523
34183,小西京,,1,500308,94.320712
34184,小別勝新婚,,1,500309,94.320901
34185,小巫見大巫,,1,500310,94.32109
34186,小床,ㄒㄧㄠˇ　ㄔㄨㄤˊ,1,500311,94.321279
34187,小步,,1,500312,94.321468
34188,小步舞曲,,1,500313,94.321657
34189,小沙子,,1,500314,94.321846
34190,小災,,1,500315,94.322035
34191,小角色,,1,500316,94.322224
34192,小豆苗,,1,500317,94.322413
34193,小兒,ㄒㄧㄠˇ　ㄦˊ,1,500318,94.322602
34194,小兒怒,,1,500319,94.322791
34195,小兒科醫生,,1,500320,94.32298
34196,小兒帽,,1,500321,94.323169
34197,小兒痲痺症,,1,500322,94.323358
34198,小坡,,1,500323,94.323547
34199,小夜曲,ㄒㄧㄠˇ　ㄧㄝˋ　ㄑㄩˇ,1,500324,94.323736
34200,小夜班,ㄒㄧㄠˇ　ㄧㄝˋ　ㄅㄢ,1,500325,94.323925
34201,小妹妹,,1,500326,94.324114
34202,小官,ㄒㄧㄠˇ　ㄍㄨㄢ,1,500327,94.324303
34203,小岩架,,1,500328,94.324492
34204,小林薰,,1,500329,94.324681
34205,小河沿文化類型,,1,500330,94.32487
34206,小油坑,,1,500331,94.325059
34207,小玩笑,,1,500332,94.325248
34208,小玩藝,,1,500333,94.325437
34209,小芽兒,,1,500334,94.325626
34210,小勇,,1,500335,94.325815
34211,小品牌,,1,500336,94.326004
34212,小型乘用車,,1,500337,94.326193
34213,小奎,,1,500338,94.326382
34214,小姨子,ㄒㄧㄠˇ　ㄧˊ　˙ㄗ,1,500339,94.326571
34215,小巷,,1,500340,94.32676
34216,小指,ㄒㄧㄠˇ　ㄓˇ,1,500341,94.326949
34217,小泉,,1,500342,94.327138
34218,小泉今日子,,1,500343,94.327327
34219,小美人,,1,500344,94.327516
34220,小美人魚,,1,500345,94.327705
34221,小飛柔,,1,500346,94.327894
34222,小香港,,1,500347,94.328083
34223,小家,ㄒㄧㄠˇ　ㄐㄧㄚ,1,500348,94.328272
34224,小家庭,ㄒㄧㄠˇ　ㄐㄧㄚ　ㄊㄧㄥˊ,1,500349,94.328461
34225,小家電,ㄒㄧㄠˇ　ㄐㄧㄚ　ㄉㄧㄢˋ,1,500350,94.32865
34226,小家碧玉,ㄒㄧㄠˇ　ㄐㄧㄚ　ㄅㄧˋ　ㄩˋ,1,500351,94.328839
34227,小栗康,,1,500352,94.329028
34228,小氣,ㄒㄧㄠˇ　ㄑㄧˋ,1,500353,94.329217
34229,小氣財神,,1,500354,94.329406
34230,小氣鬼,ㄒㄧㄠˇ　ㄑㄧˋ　ㄍㄨㄟˇ,1,500355,94.329595
34231,小泰山,,1,500356,94.329784
34232,小浪,,1,500357,94.329973
34233,小浪頭,,1,500358,94.330162
34234,小畜集,,1,500359,94.330351
34235,小病,,1,500360,94.33054
34236,小缺點,,1,500361,94.330729
34237,小鬼真難纏,,1,500362,94.330918
34238,小鬼湖,,1,500363,94.331107
34239,小問題,,1,500364,94.331296
34240,小康家庭,,1,500365,94.331485
34241,小啟,,1,500366,94.331674
34242,小甜甜,,1,500367,94.331863
34243,小眾媒體,,1,500368,94.332052
34244,小笠原諸島,,1,500369,94.332241
34245,小部份,,1,500370,94.33243
34246,小野寺,,1,500371,94.332619
34247,小鳥兒,,1,500372,94.332808
34248,小鹿斑比,,1,500373,94.332997
34249,小凱瑟琳,,1,500374,94.333186
34250,小凱薩,,1,500375,94.333375
34251,小喬木,,1,500376,94.333564
34252,小巽他群島,,1,500377,94.333753
34253,小插曲,ㄒㄧㄠˇ　ㄔㄚ　ㄑㄩˇ,1,500378,94.333942
34254,小湖,,1,500379,94.334131
34255,小牌,,1,500380,94.33432
34256,小猴,,1,500381,94.334509
34257,小跑步,,1,500382,94.334698
34258,小黑盒,,1,500383,94.334887
34259,小黑頭鸚鵡,,1,500384,94.335076
34260,小傷,,1,500385,94.335265
34261,小塔,,1,500386,94.335454
34262,小塊,,1,500387,94.335643
34263,小媳婦,ㄒㄧㄠˇ　ㄒㄧˊ　ㄈㄨˋ,1,500388,94.335832
34264,小意思,ㄒㄧㄠˇ　ㄧˋ　˙ㄙ,1,500389,94.336021
34265,小楊,,1,500390,94.33621
34266,小溝,,1,500391,94.336399
34267,小碎花,,1,500392,94.336588
34268,小節,ㄒㄧㄠˇ　ㄐㄧㄝˊ,1,500393,94.336777
34269,小腳,ㄒㄧㄠˇ　ㄐㄧㄠˇ,1,500394,94.336966
34270,小葉癌,,1,500395,94.337155
34271,小號,ㄒㄧㄠˇ　ㄏㄠˋ,1,500396,94.337344
34272,小詩,,1,500397,94.337533
34273,小賊,ㄒㄧㄠˇ　ㄗㄟˊ,1,500398,94.337722
34274,小資產階級,,1,500399,94.337911
34275,小道消息,ㄒㄧㄠˇ　ㄉㄠˋ　ㄒㄧㄠ　ㄒㄧˊ,1,500400,94.3381
34276,小鼓,ㄒㄧㄠˇ　ㄍㄨˇ,1,500401,94.338289
34277,小嘍嘍,,1,500402,94.338478
34278,小漢普頓,,1,500403,94.338667
34279,小熊座,,1,500404,94.338856
34280,小睡,ㄒㄧㄠˇ　ㄕㄨㄟˋ,1,500405,94.339045
34281,小臺北,,1,500406,94.339234
34282,小語,ㄒㄧㄠˇ　ㄩˇ,1,500407,94.339423
34283,小說化,,1,500408,94.339612
34284,小說新人獎,,1,500409,94.339801
34285,小餃兒,,1,500410,94.33999
34286,小數目,,1,500411,94.340179
34287,小標,,1,500412,94.340368
34288,小蝦米,,1,500413,94.340557
34289,小齒輪轉向系統,,1,500414,94.340746
34290,小樹,,1,500415,94.340935
34291,小橋,,1,500416,94.341124
34292,小燕鷗,,1,500417,94.341313
34293,小錢,ㄒㄧㄠˇ　ㄑㄧㄢˊ,1,500418,94.341502
34294,小鋼炮,ㄒㄧㄠˇ　ㄍㄤ　ㄆㄠˋ,1,500419,94.341691
34295,小鋼胚,,1,500420,94.34188
34296,小翼鶇,,1,500421,94.342069
34297,小擾流板,,1,500422,94.342258
34298,小禮,,1,500423,94.342447
34299,小禮物,,1,500424,94.342636
34300,小藍熊,,1,500425,94.342825
34301,小醫院,,1,500426,94.343014
34302,小雞善嶼,,1,500427,94.343203
34303,小題大作,ㄒㄧㄠˇ　ㄊㄧˊ　ㄉㄚˋ　ㄗㄨㄛˋ,1,500428,94.343392
34304,小轎車,,1,500429,94.343581
34305,小灌木,,1,500430,94.34377
34306,小彎嘴,,1,500431,94.343959
34307,小鶇,,1,500432,94.344148
